18.0,13.0,14.0,13.0,13.0,12.0,13.0,14.0,12.0,17.0,11.0,19.0,15.0,15.0,18.0,12.0,15.0,17.0,11.0,17.0,12.0,15.0,13.0,8.0,16.0,14.0,16.0,15.0,11.0,12.0,15.0,11.0,17.0,17.0,17.0,14.0,19.0,18.0,12.0,17.0,19.0,17.0,23.0,14.0,11.0,20.0,13.0,14.0,18.0,21.0,22.0,17.0,23.0,23.0,132.0,215.0,270.0,348.0,399.0,436.0,411.0,330.0,429.0,463.0,414.0,469.0,564.0,545.0,563.0,714.0,648.0,599.0,698.0,626.0,553.0,479.0,339.0,206.0,105.0,110.0,71.0,65.0,53.0,82.0,115.0,134.0,163.0,212.0,257.0,216.0,145.0,187.0,234.0,208.0,210.0,164.0,244.0,204.0,173.0,174.0,114.0,152.0,128.0,136.0,84.0,60.0,42.0,29.0,27.0,24.0,24.0,19.0,17.0,17.0,16.0,17.0,24.0,33.0,32.0,13.0,15.0,15.0,13.0,11.0,11.0,12.0,13.0,13.0,14.0,18.0,13.0,14.0,14.0,14.0,16.0,17.0,9.0,13.0,9.0,11.0,11.0,14.0,9.0,16.0,14.0,15.0,14.0,16.0,17.0,12.0,16.0,14.0,13.0,16.0,15.0,17.0,14.0,13.0,15.0,12.0,15.0,19.0,15.0,11.0,18.0,10.0,12.0,14.0,15.0,18.0,20.0,15.0
18.0,19.0,18.0,21.0,9.0,13.0,13.0,18.0,18.0,15.0,17.0,15.0,17.0,18.0,16.0,18.0,17.0,13.0,13.0,12.0,12.0,10.0,14.0,16.0,13.0,16.0,16.0,15.0,16.0,14.0,11.0,15.0,13.0,11.0,14.0,15.0,14.0,14.0,14.0,13.0,15.0,17.0,15.0,28.0,18.0,13.0,17.0,13.0,12.0,15.0,15.0,21.0,19.0,16.0,21.0,41.0,37.0,33.0,95.0,163.0,262.0,269.0,237.0,306.0,327.0,429.0,486.0,547.0,519.0,644.0,591.0,684.0,613.0,666.0,742.0,716.0,562.0,604.0,552.0,607.0,523.0,461.0,353.0,190.0,131.0,160.0,135.0,134.0,159.0,148.0,172.0,233.0,206.0,247.0,271.0,264.0,218.0,197.0,164.0,217.0,101.0,135.0,140.0,132.0,152.0,147.0,89.0,72.0,139.0,85.0,37.0,12.0,27.0,17.0,20.0,16.0,22.0,25.0,15.0,20.0,21.0,10.0,13.0,43.0,18.0,15.0,15.0,15.0,15.0,16.0,11.0,17.0,10.0,15.0,16.0,18.0,17.0,15.0,12.0,13.0,13.0,12.0,14.0,10.0,15.0,13.0,17.0,16.0,12.0,14.0,14.0,19.0,18.0,13.0,18.0,12.0,14.0,13.0,12.0,20.0,8.0,21.0,17.0,17.0,12.0,12.0,17.0,14.0,17.0,16.0,15.0,12.0
19.0,17.0,15.0,13.0,15.0,20.0,16.0,8.0,12.0,11.0,13.0,13.0,13.0,9.0,9.0,13.0,14.0,11.0,14.0,18.0,14.0,14.0,14.0,16.0,11.0,14.0,13.0,9.0,18.0,11.0,11.0,15.0,17.0,20.0,9.0,15.0,18.0,12.0,14.0,16.0,8.0,13.0,18.0,14.0,16.0,14.0,19.0,14.0,18.0,7.0,14.0,15.0,15.0,19.0,11.0,10.0,18.0,18.0,12.0,38.0,32.0,16.0,26.0,17.0,22.0,18.0,22.0,23.0,9.0,15.0,18.0,27.0,58.0,149.0,247.0,367.0,397.0,331.0,386.0,441.0,514.0,678.0,730.0,656.0,711.0,677.0,693.0,662.0,670.0,582.0,663.0,661.0,601.0,449.0,271.0,182.0,141.0,117.0,92.0,127.0,153.0,164.0,189.0,256.0,242.0,253.0,162.0,222.0,242.0,238.0,211.0,212.0,184.0,149.0,76.0,165.0,160.0,179.0,165.0,127.0,123.0,122.0,87.0,28.0,14.0,20.0,23.0,13.0,24.0,18.0,26.0,22.0,23.0,27.0,21.0,15.0,21.0,20.0,16.0,20.0,10.0,15.0,14.0,15.0,11.0,18.0,17.0,21.0,13.0,16.0,16.0,15.0,19.0,10.0,14.0,19.0,14.0,17.0,14.0,14.0,14.0,11.0,13.0,15.0,16.0,17.0,14.0,12.0,9.0,13.0,15.0,18.0
12.0,18.0,16.0,19.0,24.0,28.0,30.0,23.0,28.0,23.0,19.0,20.0,15.0,18.0,19.0,16.0,21.0,18.0,11.0,18.0,15.0,15.0,19.0,13.0,14.0,20.0,17.0,10.0,15.0,12.0,16.0,10.0,18.0,10.0,17.0,20.0,11.0,19.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,13.0,14.0,9.0,17.0,21.0,35.0,33.0,34.0,32.0,18.0,25.0,22.0,23.0,23.0,18.0,21.0,19.0,21.0,17.0,19.0,37.0,39.0,37.0,110.0,192.0,258.0,364.0,365.0,388.0,345.0,334.0,344.0,362.0,424.0,503.0,519.0,680.0,781.0,702.0,619.0,632.0,680.0,555.0,561.0,526.0,535.0,482.0,311.0,210.0,167.0,139.0,136.0,168.0,164.0,233.0,217.0,223.0,216.0,174.0,206.0,224.0,188.0,183.0,242.0,252.0,177.0,187.0,212.0,224.0,64.0,168.0,111.0,136.0,99.0,35.0,11.0,23.0,25.0,20.0,30.0,26.0,25.0,21.0,12.0,27.0,21.0,26.0,21.0,16.0,15.0,15.0,15.0,10.0,12.0,15.0,9.0,14.0,18.0,17.0,16.0,13.0,10.0,12.0,13.0,14.0,18.0,10.0,10.0,17.0,18.0,19.0,16.0,17.0,15.0,14.0,14.0,11.0,14.0,18.0,19.0,18.0,12.0,18.0,15.0,12.0,15.0,13.0
22.0,19.0,14.0,16.0,15.0,15.0,15.0,14.0,16.0,9.0,10.0,13.0,14.0,14.0,15.0,16.0,14.0,15.0,17.0,14.0,7.0,17.0,14.0,10.0,16.0,17.0,9.0,11.0,12.0,14.0,10.0,16.0,12.0,13.0,14.0,10.0,17.0,15.0,15.0,15.0,15.0,16.0,17.0,13.0,14.0,14.0,15.0,21.0,16.0,20.0,18.0,18.0,14.0,15.0,14.0,25.0,16.0,18.0,20.0,24.0,14.0,14.0,21.0,19.0,19.0,20.0,23.0,20.0,21.0,14.0,17.0,22.0,21.0,21.0,17.0,17.0,26.0,33.0,25.0,33.0,48.0,116.0,250.0,326.0,332.0,317.0,309.0,359.0,473.0,496.0,500.0,620.0,502.0,652.0,429.0,577.0,448.0,385.0,385.0,373.0,357.0,413.0,373.0,355.0,252.0,231.0,159.0,119.0,162.0,161.0,164.0,161.0,211.0,209.0,194.0,185.0,234.0,271.0,243.0,240.0,162.0,287.0,191.0,203.0,121.0,199.0,244.0,210.0,141.0,96.0,161.0,40.0,21.0,25.0,28.0,26.0,23.0,21.0,26.0,12.0,14.0,16.0,23.0,22.0,33.0,18.0,16.0,14.0,15.0,20.0,15.0,11.0,15.0,12.0,17.0,9.0,16.0,13.0,17.0,20.0,14.0,18.0,11.0,16.0,16.0,15.0,10.0,24.0,17.0,26.0,26.0,26.0
17.0,17.0,16.0,23.0,16.0,19.0,26.0,19.0,20.0,13.0,18.0,17.0,21.0,14.0,15.0,12.0,12.0,11.0,11.0,15.0,13.0,19.0,8.0,11.0,10.0,9.0,18.0,18.0,16.0,13.0,15.0,16.0,18.0,10.0,22.0,17.0,17.0,15.0,12.0,26.0,20.0,17.0,19.0,13.0,11.0,25.0,17.0,14.0,11.0,30.0,24.0,29.0,38.0,33.0,30.0,33.0,24.0,17.0,22.0,15.0,26.0,46.0,45.0,146.0,207.0,245.0,316.0,345.0,398.0,451.0,462.0,441.0,529.0,579.0,574.0,607.0,798.0,812.0,754.0,929.0,784.0,783.0,646.0,667.0,613.0,540.0,330.0,172.0,153.0,96.0,102.0,99.0,119.0,153.0,179.0,212.0,234.0,320.0,355.0,268.0,291.0,256.0,212.0,219.0,248.0,331.0,206.0,264.0,254.0,238.0,240.0,207.0,154.0,163.0,120.0,68.0,27.0,25.0,24.0,29.0,24.0,33.0,53.0,46.0,36.0,49.0,30.0,32.0,41.0,32.0,26.0,20.0,20.0,20.0,18.0,17.0,20.0,17.0,18.0,18.0,14.0,13.0,15.0,22.0,12.0,15.0,22.0,16.0,20.0,22.0,20.0,17.0,23.0,18.0,14.0,27.0,20.0,18.0,20.0,18.0,16.0,19.0,11.0,11.0,9.0,15.0,19.0,9.0,14.0,8.0,13.0,14.0
17.0,13.0,18.0,15.0,16.0,14.0,15.0,16.0,14.0,14.0,15.0,13.0,17.0,18.0,14.0,14.0,16.0,18.0,13.0,20.0,20.0,18.0,19.0,13.0,18.0,20.0,9.0,17.0,19.0,12.0,17.0,9.0,16.0,12.0,16.0,14.0,13.0,17.0,12.0,13.0,10.0,15.0,16.0,15.0,14.0,17.0,10.0,14.0,12.0,17.0,15.0,17.0,14.0,11.0,16.0,20.0,18.0,14.0,22.0,22.0,20.0,26.0,38.0,29.0,26.0,40.0,44.0,33.0,29.0,38.0,24.0,25.0,17.0,37.0,40.0,31.0,30.0,65.0,151.0,302.0,304.0,320.0,327.0,379.0,410.0,461.0,501.0,603.0,697.0,661.0,814.0,907.0,676.0,648.0,710.0,639.0,587.0,496.0,557.0,517.0,462.0,381.0,294.0,217.0,169.0,162.0,122.0,125.0,184.0,223.0,241.0,227.0,277.0,207.0,269.0,227.0,283.0,249.0,188.0,278.0,226.0,186.0,261.0,269.0,191.0,136.0,129.0,212.0,185.0,139.0,92.0,25.0,26.0,27.0,31.0,18.0,27.0,21.0,26.0,24.0,57.0,34.0,43.0,47.0,43.0,39.0,33.0,38.0,29.0,22.0,19.0,15.0,11.0,16.0,12.0,14.0,18.0,10.0,16.0,15.0,21.0,21.0,27.0,51.0,43.0,34.0,23.0,26.0,26.0,29.0,17.0,18.0
19.0,14.0,16.0,10.0,15.0,20.0,230.0,22.0,18.0,15.0,15.0,19.0,15.0,20.0,15.0,19.0,15.0,15.0,14.0,20.0,17.0,17.0,19.0,16.0,11.0,17.0,19.0,20.0,15.0,17.0,19.0,16.0,15.0,23.0,14.0,16.0,15.0,12.0,14.0,17.0,15.0,20.0,15.0,18.0,20.0,13.0,17.0,17.0,17.0,14.0,12.0,19.0,16.0,15.0,13.0,17.0,17.0,20.0,28.0,37.0,34.0,42.0,23.0,14.0,26.0,25.0,29.0,21.0,22.0,31.0,27.0,33.0,37.0,44.0,44.0,159.0,296.0,369.0,378.0,399.0,436.0,473.0,456.0,591.0,598.0,614.0,786.0,821.0,890.0,1166.0,992.0,888.0,693.0,802.0,788.0,671.0,611.0,529.0,434.0,332.0,248.0,239.0,199.0,197.0,196.0,207.0,237.0,306.0,328.0,347.0,271.0,212.0,308.0,311.0,297.0,269.0,222.0,221.0,407.0,252.0,270.0,235.0,153.0,195.0,219.0,135.0,71.0,58.0,28.0,23.0,18.0,24.0,32.0,24.0,23.0,28.0,29.0,27.0,31.0,48.0,29.0,24.0,23.0,14.0,25.0,43.0,32.0,23.0,18.0,20.0,22.0,17.0,16.0,15.0,12.0,15.0,14.0,21.0,18.0,14.0,23.0,18.0,19.0,18.0,17.0,8.0,15.0,12.0,20.0,16.0,15.0,12.0
13.0,14.0,17.0,13.0,14.0,15.0,21.0,21.0,11.0,16.0,13.0,15.0,17.0,15.0,19.0,17.0,15.0,9.0,19.0,14.0,14.0,13.0,55.0,45.0,61.0,64.0,34.0,20.0,22.0,25.0,17.0,12.0,16.0,13.0,21.0,13.0,17.0,18.0,17.0,13.0,15.0,9.0,19.0,17.0,15.0,15.0,21.0,17.0,16.0,18.0,12.0,14.0,14.0,14.0,12.0,17.0,18.0,15.0,14.0,15.0,17.0,22.0,10.0,13.0,14.0,14.0,14.0,16.0,14.0,17.0,16.0,28.0,25.0,30.0,20.0,18.0,47.0,47.0,79.0,35.0,37.0,29.0,47.0,29.0,35.0,31.0,27.0,29.0,23.0,94.0,159.0,263.0,272.0,281.0,373.0,385.0,325.0,398.0,375.0,408.0,500.0,670.0,515.0,607.0,600.0,498.0,517.0,495.0,508.0,404.0,426.0,339.0,245.0,186.0,132.0,131.0,114.0,113.0,126.0,142.0,161.0,164.0,186.0,170.0,214.0,162.0,229.0,217.0,170.0,158.0,161.0,137.0,155.0,211.0,135.0,99.0,130.0,101.0,24.0,23.0,24.0,16.0,25.0,13.0,19.0,23.0,21.0,17.0,37.0,38.0,16.0,23.0,25.0,16.0,15.0,20.0,15.0,9.0,14.0,22.0,16.0,10.0,18.0,16.0,16.0,13.0,15.0,19.0,16.0,22.0,13.0,13.0
14.0,19.0,12.0,19.0,17.0,16.0,15.0,9.0,12.0,10.0,16.0,16.0,20.0,21.0,13.0,10.0,21.0,27.0,21.0,26.0,26.0,22.0,17.0,20.0,19.0,18.0,16.0,13.0,14.0,17.0,14.0,17.0,14.0,13.0,14.0,15.0,14.0,11.0,13.0,15.0,13.0,22.0,16.0,18.0,12.0,16.0,12.0,16.0,15.0,18.0,14.0,21.0,26.0,16.0,16.0,21.0,22.0,21.0,17.0,34.0,20.0,26.0,35.0,30.0,32.0,22.0,32.0,33.0,44.0,35.0,38.0,45.0,38.0,54.0,190.0,302.0,405.0,439.0,422.0,682.0,626.0,654.0,527.0,538.0,613.0,703.0,635.0,655.0,751.0,763.0,681.0,651.0,586.0,557.0,515.0,487.0,311.0,263.0,181.0,162.0,126.0,126.0,158.0,155.0,202.0,235.0,245.0,379.0,419.0,399.0,340.0,313.0,345.0,296.0,354.0,272.0,270.0,270.0,427.0,349.0,288.0,283.0,309.0,288.0,148.0,281.0,130.0,50.0,23.0,26.0,19.0,23.0,25.0,21.0,29.0,14.0,23.0,65.0,35.0,36.0,25.0,20.0,17.0,19.0,19.0,12.0,28.0,24.0,15.0,28.0,34.0,25.0,21.0,21.0,23.0,24.0,24.0,29.0,19.0,17.0,12.0,26.0,23.0,12.0,11.0,17.0,17.0,14.0,16.0,12.0,19.0,17.0
